rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
59,Benin,BEN,531,531,-2,CAF,2010-04-28
60,IR Iran,IRN,521,518,-3,AFC,2010-04-28
60,FYR Macedonia,MKD,521,509,-5,UEFA,2010-04-28
62,Belgium,BEL,518,506,-4,UEFA,2010-04-28
63,Canada,CAN,516,516,-1,CONCACAF,2010-04-28
64,Austria,AUT,509,582,9,UEFA,2010-04-28
65,Montenegro,MNE,500,484,-4,UEFA,2010-04-28
66,Saudi Arabia,KSA,495,520,4,AFC,2010-04-28
67,Bolivia,BOL,491,597,16,CONMEBOL,2010-04-28
68,Cyprus,CYP,488,470,-2,UEFA,2010-04-28
54,Mali,MLI,575,573,-3,CAF,2010-04-28
135,Barbados,BRB,157,157,-2,CONCACAF,2010-04-28
193,Guam,GUM,17,17,-3,AFC,2010-04-28
137,Turkmenistan,TKM,153,163,3,AFC,2010-04-28
173,Mauritius,MRI,40,40,-3,CAF,2010-04-28
174,Palestine,PLE,39,45,1,AFC,2010-04-28
174,Somalia,SOM,39,39,-3,CAF,2010-04-28
174,Cayman Islands,CAY,39,39,-3,CONCACAF,2010-04-28
174,Seychelles,SEY,39,41,-1,CAF,2010-04-28
174,Laos,LAO,39,39,-3,AFC,2010-04-28
179,Samoa,SAM,38,38,-1,OFC,2010-04-28
180,Mongolia,MNG,36,48,8,AFC,2010-04-28
181,Belize,BLZ,34,34,-1,CONCACAF,2010-04-28
181,Cook Islands,COK,34,34,-1,OFC,2010-04-28
181,Bahamas,BAH,34,34,-1,CONCACAF,2010-04-28
184,Dominica,DMA,33,33,-1,CONCACAF,2010-04-28
185,Turks and Caicos Islands,TCA,32,32,-1,CONCACAF,2010-04-28
186,Tonga,TGA,28,28,-1,OFC,2010-04-28
172,Comoros,COM,43,43,-2,CAF,2010-04-28
187,Dominican Republic,DOM,26,26,-1,CONCACAF,2010-04-28
189,Guinea-Bissau,GNB,19,19,-3,CAF,2010-04-28
189,St. Lucia,LCA,19,19,-3,CONCACAF,2010-04-28
189,Tahiti,TAH,19,19,-3,OFC,2010-04-28
192,British Virgin Islands,VGB,18,18,-3,CONCACAF,2010-04-28
193,Brunei Darussalam,BRU,17,25,4,AFC,2010-04-28
103,Jordan,JOR,301,297,1,AFC,2010-04-28
193,Afghanistan,AFG,17,20,2,AFC,2010-04-28
196,Macau,MAC,15,36,15,AFC,2010-04-28
197,Bhutan,BHU,11,17,1,AFC,2010-04-28
197,Aruba,ARU,11,11,-1,CONCACAF,2010-04-28
199,US Virgin Islands,VIR,5,5,0,CONCACAF,2010-04-28
200,Timor-Leste,TLS,4,4,0,AFC,2010-04-28
201,Andorra,AND,2,2,0,UEFA,2010-04-28
137,Indonesia,IDN,153,155,-1,AFC,2010-04-28
188,Djibouti,DJI,23,23,-2,CAF,2010-04-28
171,Cambodia,CAM,54,56,0,AFC,2010-04-28
104,Estonia,EST,296,317,4,UEFA,2010-04-28
169,Solomon Islands,SOL,60,60,-1,OFC,2010-04-28
170,Philippines,PHI,55,86,3,AFC,2010-04-28
139,Hong Kong,HKG,150,150,-1,AFC,2010-04-28
140,Suriname,SUR,147,147,-1,CONCACAF,2010-04-28
141,Equatorial Guinea,EQG,142,145,-2,CAF,2010-04-28
142,Myanmar,MYA,141,147,1,AFC,2010-04-28
143,Maldives,MDV,129,151,4,AFC,2010-04-28
144,Chad,CHA,128,128,0,CAF,2010-04-28
145,Burundi,BDI,127,127,0,CAF,2010-04-28
147,Malaysia,MAS,123,123,0,AFC,2010-04-28
148,Liechtenstein,LIE,117,112,-3,UEFA,2010-04-28
149,Lesotho,LES,115,116,1,CAF,2010-04-28
149,Madagascar,MAD,115,110,-5,CAF,2010-04-28
151,St. Kitts and Nevis,SKN,113,113,2,CONCACAF,2010-04-28
152,Liberia,LBR,112,106,-4,CAF,2010-04-28
153,Vanuatu,VAN,108,108,-2,OFC,2010-04-28
146,New Caledonia,NCL,126,126,0,OFC,2010-04-28
155,Nicaragua,NCA,101,101,-5,CONCACAF,2010-04-28
166,Chinese Taipei,TPE,78,95,3,AFC,2010-04-28
154,Malta,MLT,103,102,-4,UEFA,2010-04-28
168,Puerto Rico,PUR,76,76,-1,CONCACAF,2010-04-28
166,Pakistan,PAK,78,111,13,AFC,2010-04-28
165,Mauritania,MTN,81,81,-3,CAF,2010-04-28
161,Kyrgyz Republic,KGZ,92,112,10,AFC,2010-04-28
161,Niger,NIG,92,92,-4,CAF,2010-04-28
164,St. Vincent / Grenadines,VIN,91,91,-2,CONCACAF,2010-04-28
160,Bangladesh,BAN,94,102,2,AFC,2010-04-28
159,Eritrea,ERI,95,95,-4,CAF,2010-04-28
157,Lebanon,LIB,98,113,8,AFC,2010-04-28
157,Netherlands Antilles,ANT,98,98,-5,CONCACAF,2010-04-28
156,Sri Lanka,SRI,99,103,-1,AFC,2010-04-28
161,Nepal,NEP,92,101,1,AFC,2010-04-28
51,Bosnia and Herzegovina,BIH,604,604,0,UEFA,2010-05-26
47,Korea Republic,KOR,632,619,0,AFC,2010-05-26
49,Lithuania,LTU,608,616,1,UEFA,2010-05-26
49,Venezuela,VEN,608,605,0,CONMEBOL,2010-05-26
48,Burkina Faso,BFA,611,589,-4,CAF,2010-05-26
46,Latvia,LVA,652,652,0,UEFA,2010-05-26
40,Costa Rica,CRC,710,706,-2,CONCACAF,2010-05-26
44,Ecuador,ECU,694,763,8,CONMEBOL,2010-05-26
43,Scotland,SCO,699,684,-1,UEFA,2010-05-26
42,Gabon,GAB,700,707,1,CAF,2010-05-26
41,Republic of Ireland,IRL,709,690,-2,UEFA,2010-05-26
39,Bulgaria,BUL,711,740,0,UEFA,2010-05-26
52,Finland,FIN,584,605,3,UEFA,2010-05-26
45,Japan,JPN,682,674,0,AFC,2010-05-26
53,Peru,PER,578,579,0,CONMEBOL,2010-05-26
67,Cyprus,CYP,486,488,-1,UEFA,2010-05-26
55,Tunisia,TUN,574,574,0,CAF,2010-05-26
69,Bahrain,BHR,475,475,0,AFC,2010-05-26
68,Austria,AUT,479,509,4,UEFA,2010-05-26
38,Honduras,HON,734,727,-2,CONCACAF,2010-05-26
66,Saudi Arabia,KSA,498,495,0,AFC,2010-05-26
65,Bolivia,BOL,499,491,-2,CONMEBOL,2010-05-26
64,Montenegro,MNE,500,500,-1,UEFA,2010-05-26
54,Mali,MLI,575,575,0,CAF,2010-05-26
63,Canada,CAN,516,516,0,CONCACAF,2010-05-26
61,IR Iran,IRN,521,521,1,AFC,2010-05-26
60,Benin,BEN,531,531,1,CAF,2010-05-26
59,Belgium,BEL,541,518,-3,UEFA,2010-05-26
58,Poland,POL,561,552,0,UEFA,2010-05-26
57,Hungary,HUN,565,567,1,UEFA,2010-05-26
56,Northern Ireland,NIR,566,555,-1,UEFA,2010-05-26
61,FYR Macedonia,MKD,521,521,1,UEFA,2010-05-26
37,Sweden,SWE,761,757,0,UEFA,2010-05-26
21,Nigeria,NGA,883,883,1,CAF,2010-05-26
35,Colombia,COL,776,777,1,CONMEBOL,2010-05-26
15,Serbia,SRB,947,944,-1,UEFA,2010-05-26
14,USA,USA,957,950,0,CONCACAF,2010-05-26
13,Greece,GRE,964,968,1,UEFA,2010-05-26
12,Egypt,EGY,967,967,-1,CAF,2010-05-26
11,Russia,RUS,1015,1003,0,UEFA,2010-05-26
10,Croatia,CRO,1041,1052,1,UEFA,2010-05-26
16,Uruguay,URU,899,902,-2,CONMEBOL,2010-05-26
9,France,FRA,1044,1044,-1,UEFA,2010-05-26
7,Argentina,ARG,1076,1084,0,CONMEBOL,2010-05-26
6,Germany,GER,1082,1107,0,UEFA,2010-05-26
5,Italy,ITA,1184,1184,0,UEFA,2010-05-26
3,Portugal,POR,1249,1249,0,UEFA,2010-05-26
2,Spain,ESP,1565,1565,0,UEFA,2010-05-26
1,Brazil,BRA,1611,1611,0,CONMEBOL,2010-05-26
8,England,ENG,1068,1068,0,UEFA,2010-05-26
36,Denmark,DEN,767,767,1,UEFA,2010-05-26
17,Mexico,MEX,895,936,0,CONCACAF,2010-05-26
19,Cameroon,CMR,887,887,0,CAF,2010-05-26
34,Slovakia,SVK,777,742,-4,UEFA,2010-05-26
33,Czech Republic,CZE,793,827,4,UEFA,2010-05-26
32,Ghana,GHA,800,802,0,CAF,2010-05-26
31,Paraguay,PAR,820,822,1,CONMEBOL,2010-05-26
30,Algeria,ALG,821,821,-1,CAF,2010-05-26
29,Turkey,TUR,830,798,-4,UEFA,2010-05-26
18,Chile,CHI,888,948,3,CONMEBOL,2010-05-26
28,Romania,ROU,853,843,0,UEFA,2010-05-26
26,Israel,ISR,857,857,2,UEFA,2010-05-26
25,Slovenia,SVN,860,860,2,UEFA,2010-05-26
24,Switzerland,SUI,866,854,-2,UEFA,2010-05-26
23,Ukraine,UKR,875,855,-2,UEFA,2010-05-26
22,Norway,NOR,882,879,0,UEFA,2010-05-26
20,Australia,AUS,886,883,0,AFC,2010-05-26
27,Côte d'Ivoire,CIV,856,846,0,CAF,2010-05-26
4,Netherlands,NED,1231,1221,0,UEFA,2010-05-26
77,Wales,WAL,415,429,2,UEFA,2010-05-26
73,Uganda,UGA,440,437,-1,CAF,2010-05-26
169,Philippines,PHI,67,55,-1,AFC,2010-05-26
168,Kyrgyz Republic,KGZ,74,92,7,AFC,2010-05-26
167,Chinese Taipei,TPE,75,78,1,AFC,2010-05-26
166,Puerto Rico,PUR,76,76,-2,CONCACAF,2010-05-26
165,Pakistan,PAK,78,78,-1,AFC,2010-05-26
164,Mauritania,MTN,81,81,-1,CAF,2010-05-26
163,St. Vincent / Grenadines,VIN,91,91,-1,CONCACAF,2010-05-26
162,Niger,NIG,92,92,1,CAF,2010-05-26
161,Nepal,NEP,96,92,0,AFC,2010-05-26
160,Lebanon,LIB,98,98,3,AFC,2010-05-26
159,Sri Lanka,SRI,99,99,3,AFC,2010-05-26
157,Bangladesh,BAN,100,94,-3,AFC,2010-05-26
157,Malta,MLT,100,103,3,UEFA,2010-05-26
72,El Salvador,SLV,452,452,1,CONCACAF,2010-05-26
155,Eritrea,ERI,101,95,-4,CAF,2010-05-26
154,Netherlands Antilles,ANT,103,98,-3,CONCACAF,2010-05-26
153,Vanuatu,VAN,108,108,0,OFC,2010-05-26
152,Lesotho,LES,109,115,3,CAF,2010-05-26
151,St. Kitts and Nevis,SKN,113,113,0,CONCACAF,2010-05-26
150,Liberia,LBR,114,112,-2,CAF,2010-05-26
149,Liechtenstein,LIE,117,117,1,UEFA,2010-05-26
148,Madagascar,MAD,121,115,-1,CAF,2010-05-26
147,Myanmar,MYA,122,141,5,AFC,2010-05-26
146,Malaysia,MAS,123,123,-1,AFC,2010-05-26
145,New Caledonia,NCL,126,126,-1,OFC,2010-05-26
144,Burundi,BDI,127,127,-1,CAF,2010-05-26
143,Chad,CHA,128,128,-1,CAF,2010-05-26
142,Maldives,MDV,129,129,-1,AFC,2010-05-26
141,Equatorial Guinea,EQG,142,142,0,CAF,2010-05-26
170,Solomon Islands,SOL,60,60,1,OFC,2010-05-26
140,Hong Kong,HKG,150,150,1,AFC,2010-05-26
171,Comoros,COM,43,43,-1,CAF,2010-05-26
173,Somalia,SOM,39,39,-1,CAF,2010-05-26
70,Morocco,MAR,463,469,0,CAF,2010-05-26
201,Andorra,AND,2,2,0,UEFA,2010-05-26
200,Timor-Leste,TLS,4,4,0,AFC,2010-05-26
199,US Virgin Islands,VIR,5,5,0,CONCACAF,2010-05-26
198,Aruba,ARU,11,11,1,CONCACAF,2010-05-26
197,Macau,MAC,14,15,1,AFC,2010-05-26
196,Bhutan,BHU,15,11,-1,AFC,2010-05-26
195,Guam,GUM,17,17,2,AFC,2010-05-26
194,British Virgin Islands,VGB,18,18,2,CONCACAF,2010-05-26
191,Tahiti,TAH,19,19,2,OFC,2010-05-26
191,Guinea-Bissau,GNB,19,19,2,CAF,2010-05-26
191,St. Lucia,LCA,19,19,2,CONCACAF,2010-05-26
189,Afghanistan,AFG,21,17,-4,AFC,2010-05-26
189,Brunei Darussalam,BRU,21,17,-4,AFC,2010-05-26
188,Djibouti,DJI,23,23,0,CAF,2010-05-26
187,Dominican Republic,DOM,26,26,0,CONCACAF,2010-05-26
186,Tonga,TGA,28,28,0,OFC,2010-05-26
185,Cambodia,CAM,30,54,14,AFC,2010-05-26
184,Turks and Caicos Islands,TCA,32,32,-1,CONCACAF,2010-05-26
183,Dominica,DMA,33,33,-1,CONCACAF,2010-05-26
181,Cook Islands,COK,34,34,0,OFC,2010-05-26
181,Bahamas,BAH,34,34,0,CONCACAF,2010-05-26
179,Belize,BLZ,36,34,-2,CONCACAF,2010-05-26
179,Mongolia,MNG,36,36,-1,AFC,2010-05-26
178,Seychelles,SEY,37,39,4,CAF,2010-05-26
177,Samoa,SAM,38,38,-2,OFC,2010-05-26
173,Palestine,PLE,39,39,-1,AFC,2010-05-26
173,Cayman Islands,CAY,39,39,-1,CONCACAF,2010-05-26
173,Laos,LAO,39,39,-1,AFC,2010-05-26
172,Mauritius,MRI,40,40,-1,CAF,2010-05-26
139,Turkmenistan,TKM,151,153,2,AFC,2010-05-26
155,Nicaragua,NCA,101,101,0,CONCACAF,2010-05-26
137,Suriname,SUR,153,147,-3,CONCACAF,2010-05-26
103,Congo,CGO,308,308,2,CAF,2010-05-26
102,Libya,LBY,309,305,0,CAF,2010-05-26
101,United Arab Emirates,UAE,310,310,1,AFC,2010-05-26
100,Armenia,ARM,311,311,1,UEFA,2010-05-26
99,Estonia,EST,320,296,-5,UEFA,2010-05-26
98,Syria,SYR,343,342,0,AFC,2010-05-26
97,Kuwait,KUW,350,348,1,AFC,2010-05-26
96,Qatar,QAT,351,351,1,AFC,2010-05-26
95,Trinidad and Tobago,TRI,353,367,4,CONCACAF,2010-05-26
94,Uzbekistan,UZB,354,354,0,AFC,2010-05-26
93,Gambia,GAM,361,361,0,CAF,2010-05-26
91,Haiti,HAI,362,381,4,CONCACAF,2010-05-26
91,Oman,OMA,362,346,-6,AFC,2010-05-26
90,Iceland,ISL,367,367,-1,UEFA,2010-05-26
89,Moldova,MDA,378,392,5,UEFA,2010-05-26
137,Indonesia,IDN,153,153,0,AFC,2010-05-26
87,Guinea,GUI,381,381,0,CAF,2010-05-26
86,Malawi,MWI,382,394,4,CAF,2010-05-26
85,Mozambique,MOZ,383,378,-4,CAF,2010-05-26
84,China PR,CHN,387,390,-1,AFC,2010-05-26
83,South Africa,RSA,392,369,-7,CAF,2010-05-26
82,Belarus,BLR,397,397,1,UEFA,2010-05-26
81,Jamaica,JAM,399,412,2,CONCACAF,2010-05-26
80,Iraq,IRQ,405,394,-2,AFC,2010-05-26
79,Albania,ALB,406,406,-1,UEFA,2010-05-26
78,New Zealand,NZL,410,413,0,OFC,2010-05-26
76,Togo,TOG,418,438,3,CAF,2010-05-26
75,Senegal,SEN,422,414,-2,CAF,2010-05-26
74,Panama,PAN,434,421,-2,CONCACAF,2010-05-26
104,Jordan,JOR,300,301,1,AFC,2010-05-26
105,Korea DPR,PRK,285,292,-1,AFC,2010-05-26
88,Angola,ANG,379,390,3,CAF,2010-05-26
107,Rwanda,RWA,269,269,0,CAF,2010-05-26
135,Tajikistan,TJK,155,157,0,AFC,2010-05-26
106,Thailand,THA,276,294,1,AFC,2010-05-26
135,Barbados,BRB,155,157,0,CONCACAF,2010-05-26
134,Bermuda,BER,160,160,0,CONCACAF,2010-05-26
133,India,IND,163,164,1,AFC,2010-05-26
132,Fiji,FIJ,167,167,2,OFC,2010-05-26
131,Swaziland,SWZ,171,165,0,CAF,2010-05-26
130,Sierra Leone,SLE,181,162,-3,CAF,2010-05-26
129,Kazakhstan,KAZ,183,180,0,UEFA,2010-05-26
127,Singapore,SGP,193,193,0,AFC,2010-05-26
127,Luxembourg,LUX,193,193,0,UEFA,2010-05-26
126,Cuba,CUB,194,196,1,CONCACAF,2010-05-26
125,Faroe Islands,FRO,196,196,0,UEFA,2010-05-26
124,Grenada,GRN,198,198,0,CONCACAF,2010-05-26
123,Ethiopia,ETH,200,204,0,CAF,2010-05-26
71,Zambia,ZAM,456,452,0,CAF,2010-05-26
121,Congo DR,COD,215,253,10,CAF,2010-05-26
122,Guyana,GUY,205,205,0,CONCACAF,2010-05-26
109,Azerbaijan,AZE,259,257,-1,UEFA,2010-05-26
108,Tanzania,TAN,261,259,0,CAF,2010-05-26
110,Zimbabwe,ZIM,258,248,-3,CAF,2010-05-26
112,Yemen,YEM,248,258,3,AFC,2010-05-26
113,Kenya,KEN,243,243,-1,CAF,2010-05-26
111,Namibia,NAM,251,251,-1,CAF,2010-05-26
114,Guatemala,GUA,241,241,-1,CONCACAF,2010-05-26
116,Botswana,BOT,236,237,0,CAF,2010-05-26
117,Vietnam,VIE,231,231,-1,AFC,2010-05-26
118,Sudan,SDN,219,211,-3,CAF,2010-05-26
119,Antigua and Barbuda,ATG,218,217,0,CONCACAF,2010-05-26
120,Georgia,GEO,217,217,1,UEFA,2010-05-26
114,Cape Verde Islands,CPV,241,236,-3,CAF,2010-05-26
25,Ukraine,UKR,870,875,2,UEFA,2010-07-14
21,France,FRA,890,1044,12,UEFA,2010-07-14
22,Norway,NOR,878,882,0,UEFA,2010-07-14
23,Ghana,GHA,874,800,-9,CAF,2010-07-14
24,Mexico,MEX,872,895,7,CONCACAF,2010-07-14
26,Côte d'Ivoire,CIV,843,856,-1,CAF,2010-07-14
32,Japan,JPN,768,682,-13,AFC,2010-07-14
28,Turkey,TUR,810,830,-1,UEFA,2010-07-14
29,Denmark,DEN,785,767,-7,UEFA,2010-07-14
30,Nigeria,NGA,773,883,9,CAF,2010-07-14
31,Czech Republic,CZE,769,793,-2,UEFA,2010-07-14
20,Australia,AUS,911,886,0,AFC,2010-07-14
33,Algeria,ALG,759,821,3,CAF,2010-07-14
34,Gabon,GAB,755,700,-8,CAF,2010-07-14
27,Slovakia,SVK,829,777,-7,UEFA,2010-07-14
19,Slovenia,SVN,917,860,-6,UEFA,2010-07-14
12,Greece,GRE,975,964,-1,UEFA,2010-07-14
17,Russia,RUS,956,1015,6,UEFA,2010-07-14
201,Andorra,AND,2,2,0,UEFA,2010-07-14
1,Spain,ESP,1883,1565,-1,UEFA,2010-07-14
2,Netherlands,NED,1659,1231,-2,UEFA,2010-07-14
3,Brazil,BRA,1536,1611,2,CONMEBOL,2010-07-14
5,Argentina,ARG,1289,1076,-2,CONMEBOL,2010-07-14
6,Uruguay,URU,1152,899,-10,CONMEBOL,2010-07-14
7,England,ENG,1125,1068,-1,UEFA,2010-07-14
8,Portugal,POR,1062,1249,5,UEFA,2010-07-14
9,Egypt,EGY,1053,967,-3,CAF,2010-07-14
10,Chile,CHI,988,888,-8,CONMEBOL,2010-07-14
11,Italy,ITA,982,1184,6,UEFA,2010-07-14
13,USA,USA,969,957,-1,CONCACAF,2010-07-14
13,Serbia,SRB,969,947,-2,UEFA,2010-07-14
15,Croatia,CRO,968,1041,5,UEFA,2010-07-14
16,Paraguay,PAR,961,820,-15,CONMEBOL,2010-07-14
18,Switzerland,SUI,940,866,-6,UEFA,2010-07-14
4,Germany,GER,1464,1082,-2,UEFA,2010-07-14
36,Republic of Ireland,IRL,734,709,-5,UEFA,2010-07-14
199,US Virgin Islands,VIR,5,5,0,CONCACAF,2010-07-14
93,Botswana,BOT,331,236,-23,CAF,2010-07-14
92,Syria,SYR,334,343,-6,AFC,2010-07-14
91,Senegal,SEN,338,422,16,CAF,2010-07-14
90,El Salvador,SLV,343,452,18,CONCACAF,2010-07-14
89,Moldova,MDA,350,378,0,UEFA,2010-07-14
88,United Arab Emirates,UAE,351,310,-13,AFC,2010-07-14
87,Uzbekistan,UZB,352,354,-7,AFC,2010-07-14
94,Panama,PAN,323,434,20,CONCACAF,2010-07-14
86,Angola,ANG,356,379,-2,CAF,2010-07-14
84,Wales,WAL,366,415,7,UEFA,2010-07-14
83,Jamaica,JAM,368,399,2,CONCACAF,2010-07-14
82,Morocco,MAR,371,463,12,CAF,2010-07-14
81,Oman,OMA,374,362,-10,AFC,2010-07-14
80,Mozambique,MOZ,377,383,-5,CAF,2010-07-14
79,Iceland,ISL,385,367,-11,UEFA,2010-07-14
78,China PR,CHN,393,387,-6,AFC,2010-07-14
85,Kuwait,KUW,365,350,-12,AFC,2010-07-14
95,Estonia,EST,321,320,-4,UEFA,2010-07-14
96,Armenia,ARM,318,311,-4,UEFA,2010-07-14
96,Libya,LBY,318,309,-6,CAF,2010-07-14
114,Cuba,CUB,215,194,-12,CONCACAF,2010-07-14
113,Rwanda,RWA,233,269,6,CAF,2010-07-14
112,Tanzania,TAN,235,261,4,CAF,2010-07-14
111,Georgia,GEO,237,217,-9,UEFA,2010-07-14
110,Zimbabwe,ZIM,238,258,0,CAF,2010-07-14
109,Yemen,YEM,248,248,-3,AFC,2010-07-14
108,Cape Verde Islands,CPV,261,241,-6,CAF,2010-07-14
107,Congo,CGO,263,308,4,CAF,2010-07-14
106,Azerbaijan,AZE,266,259,-3,UEFA,2010-07-14
105,Thailand,THA,273,276,-1,AFC,2010-07-14
104,Iraq,IRQ,276,405,24,AFC,2010-07-14
103,Korea DPR,PRK,284,285,-2,AFC,2010-07-14
102,Gambia,GAM,285,361,9,CAF,2010-07-14
101,Guinea,GUI,286,381,14,CAF,2010-07-14
100,Canada,CAN,295,516,37,CONCACAF,2010-07-14
98,Jordan,JOR,300,300,-6,AFC,2010-07-14
98,Qatar,QAT,300,351,2,AFC,2010-07-14
77,Belarus,BLR,403,397,-5,UEFA,2010-07-14
76,Trinidad and Tobago,TRI,405,353,-19,CONCACAF,2010-07-14
200,Timor-Leste,TLS,4,4,0,AFC,2010-07-14
74,Malawi,MWI,425,382,-12,CAF,2010-07-14
53,Bolivia,BOL,570,499,-12,CONMEBOL,2010-07-14
52,Lithuania,LTU,571,608,3,UEFA,2010-07-14
51,Finland,FIN,576,584,-1,UEFA,2010-07-14
50,Latvia,LVA,579,652,4,UEFA,2010-07-14
49,Costa Rica,CRC,584,710,9,CONCACAF,2010-07-14
48,Belgium,BEL,589,541,-11,UEFA,2010-07-14
47,Venezuela,VEN,592,608,-2,CONMEBOL,2010-07-14
46,Honduras,HON,644,734,8,CONCACAF,2010-07-14
45,Burkina Faso,BFA,646,611,-3,CAF,2010-07-14
44,Korea Republic,KOR,660,632,-3,AFC,2010-07-14
43,Bulgaria,BUL,672,711,4,UEFA,2010-07-14
42,Romania,ROU,697,853,14,UEFA,2010-07-14
41,Scotland,SCO,699,699,-2,UEFA,2010-07-14
40,Cameroon,CMR,710,887,21,CAF,2010-07-14
39,Colombia,COL,725,776,4,CONMEBOL,2010-07-14
38,Peru,PER,726,578,-15,CONMEBOL,2010-07-14
37,Israel,ISR,733,857,11,UEFA,2010-07-14
54,New Zealand,NZL,557,410,-24,OFC,2010-07-14
115,Kenya,KEN,210,243,2,CAF,2010-07-14
55,Mali,MLI,548,575,1,CAF,2010-07-14
57,Bosnia and Herzegovina,BIH,546,604,6,UEFA,2010-07-14
73,Zambia,ZAM,446,456,2,CAF,2010-07-14
72,Montenegro,MNE,448,500,8,UEFA,2010-07-14
71,Albania,ALB,455,406,-8,UEFA,2010-07-14
70,Uganda,UGA,457,440,-3,CAF,2010-07-14
35,Sweden,SWE,747,761,-2,UEFA,2010-07-14
69,Bahrain,BHR,460,475,0,AFC,2010-07-14
68,Saudi Arabia,KSA,471,498,2,AFC,2010-07-14
66,South Africa,RSA,504,392,-17,CAF,2010-07-14
66,FYR Macedonia,MKD,504,521,5,UEFA,2010-07-14
65,Tunisia,TUN,519,574,10,CAF,2010-07-14
64,IR Iran,IRN,522,521,3,AFC,2010-07-14
63,Cyprus,CYP,523,486,-4,UEFA,2010-07-14
62,Hungary,HUN,534,565,5,UEFA,2010-07-14
61,Benin,BEN,535,531,1,CAF,2010-07-14
60,Austria,AUT,536,479,-8,UEFA,2010-07-14
59,Northern Ireland,NIR,540,566,3,UEFA,2010-07-14
58,Ecuador,ECU,545,694,14,CONMEBOL,2010-07-14
56,Poland,POL,547,561,-2,UEFA,2010-07-14
116,Luxembourg,LUX,209,193,-11,UEFA,2010-07-14
75,Togo,TOG,421,418,-1,CAF,2010-07-14
118,Guatemala,GUA,204,241,4,CONCACAF,2010-07-14
177,Mauritius,MRI,37,40,5,CAF,2010-07-14
176,Samoa,SAM,38,38,-1,OFC,2010-07-14
173,Cayman Islands,CAY,39,39,0,CONCACAF,2010-07-14
173,Laos,LAO,39,39,0,AFC,2010-07-14
173,Somalia,SOM,39,39,0,CAF,2010-07-14
172,Comoros,COM,43,43,1,CAF,2010-07-14
171,Palestine,PLE,48,39,-2,AFC,2010-07-14
179,Bahamas,BAH,34,34,-2,CONCACAF,2010-07-14
170,Puerto Rico,PUR,52,76,4,CONCACAF,2010-07-14
168,Mauritania,MTN,62,81,4,CAF,2010-07-14
167,Philippines,PHI,67,67,-2,AFC,2010-07-14
166,Chinese Taipei,TPE,69,75,-1,AFC,2010-07-14
165,Kyrgyz Republic,KGZ,74,74,-3,AFC,2010-07-14
163,Vanuatu,VAN,75,108,10,OFC,2010-07-14
163,Pakistan,PAK,75,78,-2,AFC,2010-07-14
162,New Caledonia,NCL,82,126,17,OFC,2010-07-14
169,Solomon Islands,SOL,60,60,-1,OFC,2010-07-14
180,Dominica,DMA,33,33,-3,CONCACAF,2010-07-14
180,Cambodia,CAM,33,30,-5,AFC,2010-07-14
182,Turks and Caicos Islands,TCA,32,32,-2,CONCACAF,2010-07-14
198,Bhutan,BHU,9,15,2,AFC,2010-07-14
117,Faroe Islands,FRO,206,196,-8,UEFA,2010-07-14
197,Aruba,ARU,11,11,-1,CONCACAF,2010-07-14
196,Macau,MAC,12,14,-1,AFC,2010-07-14
193,Guam,GUM,17,17,-2,AFC,2010-07-14
193,Cook Islands,COK,17,34,12,OFC,2010-07-14
193,Afghanistan,AFG,17,21,4,AFC,2010-07-14
191,British Virgin Islands,VGB,18,18,-3,CONCACAF,2010-07-14
191,Djibouti,DJI,18,23,3,CAF,2010-07-14
188,Guinea-Bissau,GNB,19,19,-3,CAF,2010-07-14
188,Tahiti,TAH,19,19,-3,OFC,2010-07-14
188,St. Lucia,LCA,19,19,-3,CONCACAF,2010-07-14
187,Brunei Darussalam,BRU,21,21,-2,AFC,2010-07-14
186,Tonga,TGA,23,28,0,OFC,2010-07-14
185,Dominican Republic,DOM,26,26,-2,CONCACAF,2010-07-14
182,Belize,BLZ,32,36,3,CONCACAF,2010-07-14
182,Mongolia,MNG,32,36,3,AFC,2010-07-14
161,Nicaragua,NCA,86,101,6,CONCACAF,2010-07-14
160,St. Vincent / Grenadines,VIN,87,91,-3,CONCACAF,2010-07-14
177,Seychelles,SEY,37,37,-1,CAF,2010-07-14
158,Eritrea,ERI,92,101,3,CAF,2010-07-14
137,Tajikistan,TJK,144,155,2,AFC,2010-07-14
136,Turkmenistan,TKM,150,151,-3,AFC,2010-07-14
135,Hong Kong,HKG,152,150,-5,AFC,2010-07-14
134,Swaziland,SWZ,155,171,3,CAF,2010-07-14
133,Grenada,GRN,158,198,9,CONCACAF,2010-07-14
130,Fiji,FIJ,167,167,-2,OFC,2010-07-14
130,Haiti,HAI,167,362,39,CONCACAF,2010-07-14
129,Antigua and Barbuda,ATG,168,218,10,CONCACAF,2010-07-14
138,Indonesia,IDN,141,153,1,AFC,2010-07-14
128,Barbados,BRB,174,155,-7,CONCACAF,2010-07-14
126,Kazakhstan,KAZ,184,183,-3,UEFA,2010-07-14
124,Chad,CHA,185,128,-19,CAF,2010-07-14
124,Congo DR,COD,185,215,3,CAF,2010-07-14
123,Suriname,SUR,187,153,-14,CONCACAF,2010-07-14
121,Singapore,SGP,198,193,-6,AFC,2010-07-14
159,Bermuda,BER,91,160,25,CONCACAF,2010-07-14
119,Namibia,NAM,203,251,8,CAF,2010-07-14
