sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,firmid,postevent,NJ,emp
444,4,0,0,0,0,0,1,0,0,2,12,20,3,4.25,19,0.37,0,,2,10.5,12.5,0.89,0.8,0.84,2,2,1,1,111392,,10,35,4,4.5,4,0.3,0,2,10.5,11.5,0.89,,0.79,2,2,344,0,0,32
444,4,0,0,0,0,0,1,0,0,2,12,20,3,4.25,19,0.37,0,,2,10.5,12.5,0.89,0.8,0.84,2,2,1,1,111392,,10,35,4,4.5,4,0.3,0,2,10.5,11.5,0.89,,0.79,2,2,344,1,0,45
445,1,0,0,0,0,0,0,1,0,0,50,35,3,5,26,0.1,0,0,2,6,18,1.04,0.88,0.94,3,3,1,1,110792,,15,18,5,4.75,26,0.15,0,2,6,18,1.04,0.86,0.94,3,3,345,0,0,85
445,1,0,0,0,0,0,0,1,0,0,50,35,3,5,26,0.1,0,0,2,6,18,1.04,0.88,0.94,3,3,1,1,110792,,15,18,5,4.75,26,0.15,0,2,6,18,1.04,0.86,0.94,3,3,345,1,0,33
448,1,0,0,0,0,0,0,1,0,0,8,18,4,4.75,4,0.25,1,78,2,6,18,0.97,0.84,0.91,3,3,1,1,111892,1,8,27,3,4.5,13,0.25,0,2,6,18,0.96,0.83,0.87,3,3,346,0,0,26
448,1,0,0,0,0,0,0,1,0,0,8,18,4,4.75,4,0.25,1,78,2,6,18,0.97,0.84,0.91,3,3,1,1,111892,1,8,27,3,4.5,13,0.25,0,2,6,18,0.96,0.83,0.87,3,3,346,1,0,35
449,1,0,0,0,0,0,0,1,0,2,0,25,3,4.87,3.5,,0,3,2,6,18,,,,4,4,1,1,110792,,15,15,5,5,52,0.25,0,2,6,18,0.97,0.84,0.73,3,3,347,0,0,25
449,1,0,0,0,0,0,0,1,0,2,0,25,3,4.87,3.5,,0,3,2,6,18,,,,4,4,1,1,110792,,15,15,5,5,52,0.25,0,2,6,18,0.97,0.84,0.73,3,3,347,1,0,30
450,1,0,0,0,0,0,0,1,0,0,2,21,3,4.75,13,0.15,0,50,2,6.5,16.5,0.97,0.82,0.84,3,3,1,1,111892,2,27.5,8,3,4.75,13,0.25,1,2,6,18,0.91,0.84,0.86,3,3,348,0,0,23
450,1,0,0,0,0,0,0,1,0,0,2,21,3,4.75,13,0.15,0,50,2,6.5,16.5,0.97,0.82,0.84,3,3,1,1,111892,2,27.5,8,3,4.75,13,0.25,1,2,6,18,0.91,0.84,0.86,3,3,348,1,0,35.5
451,1,0,0,0,0,0,0,1,0,0,10,17,5,5,52,0.25,0,0,2,0,24,1.05,0.84,0.96,6,4,1,1,111792,2,26,9,6,5,26,0.2,0,2,0,24,1.11,0.84,0.94,6,3,349,0,0,27
451,1,0,0,0,0,0,0,1,0,0,10,17,5,5,52,0.25,0,0,2,0,24,1.05,0.84,0.96,6,4,1,1,111792,2,26,9,6,5,26,0.2,0,2,0,24,1.11,0.84,0.94,6,3,349,1,0,35
454,2,1,0,0,0,0,0,1,0,0,1,9,3,4.5,4,0.15,0,,2,11,10,0.94,0.73,2.53,4,3,1,1,111292,,0,18,5,5,13,0.25,0,1,11,11,0.94,0.73,2.64,4,3,350,0,0,10
454,2,1,0,0,0,0,0,1,0,0,1,9,3,4.5,4,0.15,0,,2,11,10,0.94,0.73,2.53,4,3,1,1,111292,,0,18,5,5,13,0.25,0,1,11,11,0.94,0.73,2.64,4,3,350,1,0,18
455,2,1,0,0,0,0,0,1,0,0,2,8,5,5.25,13,0.25,0,0,1,11,10,0.73,0.73,2.32,2,2,1,1,111292,,3,12,2,5,13,0.25,0,2,11,11,0.94,0.84,2.32,4,3,351,0,0,10
455,2,1,0,0,0,0,0,1,0,0,2,8,5,5.25,13,0.25,0,0,1,11,10,0.73,0.73,2.32,2,2,1,1,111292,,3,12,2,5,13,0.25,0,2,11,11,0.94,0.84,2.32,4,3,351,1,0,15
458,2,1,0,0,0,0,1,0,0,2,2,10,2,5,19,0.15,0,0,1,11,10,0.94,0.73,2.32,4,4,1,1,111792,1,2,9,2,5,13,0.25,0,1,11,10.5,0.9,0.73,2.32,4,3,352,0,0,12
458,2,1,0,0,0,0,1,0,0,2,2,10,2,5,19,0.15,0,0,1,11,10,0.94,0.73,2.32,4,4,1,1,111792,1,2,9,2,5,13,0.25,0,1,11,10.5,0.9,0.73,2.32,4,3,352,1,0,11
459,3,1,0,0,0,0,0,1,0,0,5,20,3,4.25,13,0.37,0,,2,6,16,1.05,0.9,0.94,5,,2,1,122292,1,0,20,5,4.35,28,0.15,1,2,7,15,1.01,1.01,0.89,4,2,353,0,0,25
459,3,1,0,0,0,0,0,1,0,0,5,20,3,4.25,13,0.37,0,,2,6,16,1.05,0.9,0.94,5,,2,1,122292,1,0,20,5,4.35,28,0.15,1,2,7,15,1.01,1.01,0.89,4,2,353,1,0,20
462,3,1,0,0,0,0,0,1,0,0,2.5,20,3,5,13,0.37,1,5,2,9,12.5,1.05,1.01,1.11,4,4,2,1,122292,1,1,25,4,4.75,13,0.2,0,2,9,12,1.01,1.01,0.89,6,3,354,0,0,22.5
462,3,1,0,0,0,0,0,1,0,0,2.5,20,3,5,13,0.37,1,5,2,9,12.5,1.05,1.01,1.11,4,4,2,1,122292,1,1,25,4,4.75,13,0.2,0,2,9,12,1.01,1.01,0.89,6,3,354,1,0,26
466,4,0,0,0,0,0,0,1,0,2,8,17.5,4,4.75,17,0.3,1,65,3,10.5,11.5,0.94,0.8,0.94,2,2,1,1,111892,5,14,12,3,,52,,0,1,10.5,11.5,0.94,,,2,2,355,0,0,25.5
466,4,0,0,0,0,0,0,1,0,2,8,17.5,4,4.75,17,0.3,1,65,3,10.5,11.5,0.94,0.8,0.94,2,2,1,1,111892,5,14,12,3,,52,,0,1,10.5,11.5,0.94,,,2,2,355,1,0,26
468,1,0,0,0,0,0,0,1,0,0,40,30,3,5,13,0.17,0,0,2,6,18,0.95,0.94,0.95,4,3,1,1,110792,,9,32,4,5,26,0.13,1,2,6,18,0.97,0.84,0.86,4,3,356,0,0,70
468,1,0,0,0,0,0,0,1,0,0,40,30,3,5,13,0.17,0,0,2,6,18,0.95,0.94,0.95,4,3,1,1,110792,,9,32,4,5,26,0.13,1,2,6,18,0.97,0.84,0.86,4,3,356,1,0,41
469,1,0,0,0,0,0,0,1,0,0,8,27,5,5,39,0.25,0,80,2,6,18,0.92,0.72,0.96,3,2,1,1,111692,1,7,39,4,4.5,41,0.23,0,2,6,18,0.92,0.81,0.87,3,3,357,0,0,35
469,1,0,0,0,0,0,0,1,0,0,8,27,5,5,39,0.25,0,80,2,6,18,0.92,0.72,0.96,3,2,1,1,111692,1,7,39,4,4.5,41,0.23,0,2,6,18,0.92,0.81,0.87,3,3,357,1,0,46
470,1,0,0,0,0,0,0,1,0,0,10.5,30,3,5.5,,0.3,0,0,2,6,18,0.97,0.84,0.94,3,3,1,1,111792,2,18,10,3,4.75,13,0.15,1,2,6,18,1.03,0.84,0.94,3,2,358,0,0,40.5
470,1,0,0,0,0,0,0,1,0,0,10.5,30,3,5.5,,0.3,0,0,2,6,18,0.97,0.84,0.94,3,3,1,1,111792,2,18,10,3,4.75,13,0.15,1,2,6,18,1.03,0.84,0.94,3,2,358,1,0,28
471,1,0,0,0,0,0,0,1,0,2,25,20,4,4.25,26,,0,50,2,6,18,0.97,0.84,0.91,2,2,1,1,111692,,12,23,3,4.25,26,0.15,0,2,6,18,0.97,0.86,0.91,3,1,359,0,0,45
471,1,0,0,0,0,0,0,1,0,2,25,20,4,4.25,26,,0,50,2,6,18,0.97,0.84,0.91,2,2,1,1,111692,,12,23,3,4.25,26,0.15,0,2,6,18,0.97,0.86,0.91,3,1,359,1,0,35
472,1,0,0,0,0,0,0,1,0,2,37.5,2,3,4.25,52,,0,80,2,6.5,16.5,0.97,1.05,0.91,3,3,1,1,110792,,8,25,3,4.9,13,0.18,0,2,6,17,0.96,0.84,0.91,3,3,360,0,0,39.5
472,1,0,0,0,0,0,0,1,0,2,37.5,2,3,4.25,52,,0,80,2,6.5,16.5,0.97,1.05,0.91,3,3,1,1,110792,,8,25,3,4.9,13,0.18,0,2,6,17,0.96,0.84,0.91,3,3,360,1,0,33
473,1,0,0,0,0,0,0,1,0,0,5,27,4,4.75,26,0.5,1,50,2,6,17,0.97,0.86,0.89,3,2,1,1,111792,1,26,15,2,4.5,19,0.13,0,2,6,17,0.97,0.84,0.86,3,3,361,0,0,32
473,1,0,0,0,0,0,0,1,0,0,5,27,4,4.75,26,0.5,1,50,2,6,17,0.97,0.86,0.89,3,2,1,1,111792,1,26,15,2,4.5,19,0.13,0,2,6,17,0.97,0.84,0.86,3,3,361,1,0,41
474,1,0,0,0,0,0,0,1,0,2,6,9,3,5,26,0.37,0,0,2,9,12.5,1.13,0.98,1.01,3,1,2,1,122292,1,5,20,3,4.5,,0,0,2,8.5,13,1.09,0.94,0.94,3,2,362,0,0,15
474,1,0,0,0,0,0,0,1,0,2,6,9,3,5,26,0.37,0,0,2,9,12.5,1.13,0.98,1.01,3,1,2,1,122292,1,5,20,3,4.5,,0,0,2,8.5,13,1.09,0.94,0.94,3,2,362,1,0,25
475,1,0,0,0,0,0,0,1,0,1,25,8,3,4.5,,,0,60,1,7,15,1.02,0.89,0.9,3,3,1,1,110792,,10,16,3,4.5,26,0.15,0,1,7,15,1.02,0.94,0.9,3,3,363,0,0,33
475,1,0,0,0,0,0,0,1,0,1,25,8,3,4.5,,,0,60,1,7,15,1.02,0.89,0.9,3,3,1,1,110792,,10,16,3,4.5,26,0.15,0,1,7,15,1.02,0.94,0.9,3,3,363,1,0,26
476,1,0,0,0,0,0,1,0,0,2,6,30,3,4.25,52,0.12,0,60,2,6,18,0.95,0.79,0.91,3,3,1,1,111792,1,5,30,3,4.75,52,0.2,0,2,6,18,0.96,0.84,1.18,3,3,364,0,0,36
476,1,0,0,0,0,0,1,0,0,2,6,30,3,4.25,52,0.12,0,60,2,6,18,0.95,0.79,0.91,3,3,1,1,111792,1,5,30,3,4.75,52,0.2,0,2,6,18,0.96,0.84,1.18,3,3,364,1,0,35
477,1,0,0,0,0,0,0,1,0,1,8,28,4,4.25,39,0.12,1,50,2,6.5,16.5,0.97,0.78,0.99,3,3,1,1,110792,,6,20,4,6.25,26,0.5,0,2,6,17,0.96,0.84,0.89,3,3,365,0,0,36
477,1,0,0,0,0,0,0,1,0,1,8,28,4,4.25,39,0.12,1,50,2,6.5,16.5,0.97,0.78,0.99,3,3,1,1,110792,,6,20,4,6.25,26,0.5,0,2,6,17,0.96,0.84,0.89,3,3,365,1,0,26
478,1,0,0,0,0,0,1,0,0,0,32,25,4,4.5,13,0.22,0,30,2,6,19,0.97,0.86,0.91,3,3,2,1,122292,1,8,30,4,4.35,13,0.25,0,2,6,18,1.01,0.88,0.91,3,2,366,0,0,57
478,1,0,0,0,0,0,1,0,0,0,32,25,4,4.5,13,0.22,0,30,2,6,19,0.97,0.86,0.91,3,3,2,1,122292,1,8,30,4,4.35,13,0.25,0,2,6,18,1.01,0.88,0.91,3,2,366,1,0,38
481,2,1,0,0,0,0,0,1,0,2,5,17.5,3,5.25,26,0.25,1,0,3,11,10,0.95,0.74,2.53,5,4,1,1,111792,2,15,4,3,5,26,0.25,1,2,11,11,0.74,0.73,2.53,3,3,367,0,0,22.5
481,2,1,0,0,0,0,0,1,0,2,5,17.5,3,5.25,26,0.25,1,0,3,11,10,0.95,0.74,2.53,5,4,1,1,111792,2,15,4,3,5,26,0.25,1,2,11,11,0.74,0.73,2.53,3,3,367,1,0,19
483,2,1,0,0,0,0,0,1,0,0,1,15,1,5,13,0.07,1,0,2,11,10,0.94,0.73,2.32,4,3,1,1,111292,,4,13,3,4.75,13,0.18,0,1,11,11,0.95,0.74,2.33,4,3,368,0,0,16
483,2,1,0,0,0,0,0,1,0,0,1,15,1,5,13,0.07,1,0,2,11,10,0.94,0.73,2.32,4,3,1,1,111292,,4,13,3,4.75,13,0.18,0,1,11,11,0.95,0.74,2.33,4,3,368,1,0,17
485,2,1,0,0,0,0,0,1,0,2,1,9,3,4.5,26,0.37,0,80,2,11,10,0.95,0.74,2.33,4,3,1,1,111292,,4,12,3,4.5,19,,0,2,11,11,1.01,0.73,2.32,4,3,369,0,0,10
485,2,1,0,0,0,0,0,1,0,2,1,9,3,4.5,26,0.37,0,80,2,11,10,0.95,0.74,2.33,4,3,1,1,111292,,4,12,3,4.5,19,,0,2,11,11,1.01,0.73,2.32,4,3,369,1,0,16
487,3,1,0,0,0,0,0,1,0,0,10,6,2,5,13,0.17,1,0,2,10,11.5,1.11,0.91,0.95,6,3,1,1,111192,,6,20,3,4.75,26,0.1,0,2,10.5,11,1.05,1.01,0.94,6,1,370,0,0,16
487,3,1,0,0,0,0,0,1,0,0,10,6,2,5,13,0.17,1,0,2,10,11.5,1.11,0.91,0.95,6,3,1,1,111192,,6,20,3,4.75,26,0.1,0,2,10.5,11,1.05,1.01,0.94,6,1,370,1,0,26
488,3,0,0,0,0,0,0,1,0,1,20,13,3,5,13,0.25,1,0,2,6,16,1.05,0.79,1.01,5,5,1,1,111192,,5,15,3,4.75,26,0.13,0,2,7,15,1.01,1.01,0.94,5,3,371,0,0,33
488,3,0,0,0,0,0,0,1,0,1,20,13,3,5,13,0.25,1,0,2,6,16,1.05,0.79,1.01,5,5,1,1,111192,,5,15,3,4.75,26,0.13,0,2,7,15,1.01,1.01,0.94,5,3,371,1,0,20
489,3,0,0,0,0,0,0,1,0,2,5,23,2,5,13,0.37,1,6,2,7,14,1.05,1.01,0.94,4,4,1,1,111892,2,2,19,3,4.25,26,0.13,0,2,10,11.5,1.01,1.01,1.05,6,3,372,0,0,28
489,3,0,0,0,0,0,0,1,0,2,5,23,2,5,13,0.37,1,6,2,7,14,1.05,1.01,0.94,4,4,1,1,111892,2,2,19,3,4.25,26,0.13,0,2,10,11.5,1.01,1.01,1.05,6,3,372,1,0,21
490,3,1,0,0,0,0,0,1,0,0,10,12.5,4,5,13,0.12,0,0,2,6,16,1.05,1.01,1.05,4,4,1,1,111692,1,2,18,3,5,26,0.28,0,2,6,16,1.01,1.01,1.05,5,3,373,0,0,22.5
490,3,1,0,0,0,0,0,1,0,0,10,12.5,4,5,13,0.12,0,0,2,6,16,1.05,1.01,1.05,4,4,1,1,111692,1,2,18,3,5,26,0.28,0,2,6,16,1.01,1.01,1.05,5,3,373,1,0,20
491,3,0,0,0,0,0,0,1,0,0,4,25,2,4.5,13,0.37,0,100,2,8.5,13,1.05,0.91,0.95,3,2,2,3,123092,3,0,0,0,,,,,,,,,,,,,374,0,0,29
491,3,0,0,0,0,0,0,1,0,0,4,25,2,4.5,13,0.37,0,100,2,8.5,13,1.05,0.91,0.95,3,2,2,3,123092,3,0,0,0,,,,,,,,,,,,,374,1,0,0
492,3,1,0,0,0,0,0,1,0,0,2,16,3,4.5,13,0.25,0,75,2,9,12.5,1.11,1.05,0.94,2,1,1,1,111192,,4,15,2,4.5,19,0.1,0,2,9,12.5,1.11,1.11,1.05,2,1,375,0,0,18
492,3,1,0,0,0,0,0,1,0,0,2,16,3,4.5,13,0.25,0,75,2,9,12.5,1.11,1.05,0.94,2,1,1,1,111192,,4,15,2,4.5,19,0.1,0,2,9,12.5,1.11,1.11,1.05,2,1,375,1,0,19
493,3,1,0,0,0,0,1,0,0,0,27,12,3,5,26,0.25,0,0,2,6,16,1.05,0.9,2.01,6,3,1,1,111192,,0,30,4,4.9,13,0.25,0,2,6,16,1.02,1.01,0.84,3,3,376,0,0,39
493,3,1,0,0,0,0,1,0,0,0,27,12,3,5,26,0.25,0,0,2,6,16,1.05,0.9,2.01,6,3,1,1,111192,,0,30,4,4.9,13,0.25,0,2,6,16,1.02,1.01,0.84,3,3,376,1,0,30
495,3,0,0,0,0,0,0,1,0,2,4,28,3,5,26,0.25,0,2,2,7,15,1.05,1.01,0.94,3,3,1,1,111192,,8,20,3,5,26,0.25,1,2,6,16,0.96,1.01,1.01,5,3,377,0,0,32
495,3,0,0,0,0,0,0,1,0,2,4,28,3,5,26,0.25,0,2,2,7,15,1.05,1.01,0.94,3,3,1,1,111192,,8,20,3,5,26,0.25,1,2,6,16,0.96,1.01,1.01,5,3,377,1,0,28
496,3,1,0,0,0,0,0,1,0,0,10,15,3,5,13,0.17,1,0,2,6,16,1.05,0.9,0.73,5,3,1,1,111192,,10,10,3,4.75,19,0.18,0,2,6,16,1.01,1.01,0.89,,,378,0,0,25
496,3,1,0,0,0,0,0,1,0,0,10,15,3,5,13,0.17,1,0,2,6,16,1.05,0.9,0.73,5,3,1,1,111192,,10,10,3,4.75,19,0.18,0,2,6,16,1.01,1.01,0.89,,,378,1,0,20
498,4,1,0,0,0,0,0,1,0,2,20,10,3,4.75,26,0.1,1,75,2,10,12,0.91,0.84,0.85,2,2,1,1,111792,2,21,5.5,3,5,26,,1,2,10,12,0.98,0.84,0.9,2,2,379,0,0,30
498,4,1,0,0,0,0,0,1,0,2,20,10,3,4.75,26,0.1,1,75,2,10,12,0.91,0.84,0.85,2,2,1,1,111792,2,21,5.5,3,5,26,,1,2,10,12,0.98,0.84,0.9,2,2,379,1,0,26.5
499,4,1,0,0,0,0,0,1,0,0,0,28,5,5,26,0.07,1,11,2,10,12,0.9,0.69,1.75,2,2,1,1,111492,1,0,31,5,5,26,0.1,1,2,10,12,0.9,0.69,0.94,2,2,380,0,0,28
499,4,1,0,0,0,0,0,1,0,0,0,28,5,5,26,0.07,1,11,2,10,12,0.9,0.69,1.75,2,2,1,1,111492,1,0,31,5,5,26,0.1,1,2,10,12,0.9,0.69,0.94,2,2,380,1,0,31
501,1,0,0,0,0,0,0,1,0,0,14,15,3,4.25,4,0.37,1,63,2,6.5,16.5,0.84,0.84,0.94,3,3,1,1,111792,2,30,15,6,4.75,4,0.35,1,1,6,18,1.03,0.91,0.91,3,3,381,0,0,29
501,1,0,0,0,0,0,0,1,0,0,14,15,3,4.25,4,0.37,1,63,2,6.5,16.5,0.84,0.84,0.94,3,3,1,1,111792,2,30,15,6,4.75,4,0.35,1,1,6,18,1.03,0.91,0.91,3,3,381,1,0,45
503,1,0,0,0,0,0,0,1,0,2,7.5,14,4,4.75,,0.12,0,100,2,6.5,16.5,0.97,0.84,0.91,3,3,1,1,110792,,35,6.5,3,4.5,13,0.15,0,2,6,18,0.97,0.84,1,3,3,382,0,0,21.5
503,1,0,0,0,0,0,0,1,0,2,7.5,14,4,4.75,,0.12,0,100,2,6.5,16.5,0.97,0.84,0.91,3,3,1,1,110792,,35,6.5,3,4.5,13,0.15,0,2,6,18,0.97,0.84,1,3,3,382,1,0,41.5
506,2,1,0,0,0,0,1,0,0,0,3,7,2,,13,0.37,0,30,2,11,10,0.95,0.74,2.33,3,3,1,1,111292,,3,7,4,5,19,0.25,,1,11,11,0.95,0.74,2.33,4,3,383,0,0,10
506,2,1,0,0,0,0,1,0,0,0,3,7,2,,13,0.37,0,30,2,11,10,0.95,0.74,2.33,3,3,1,1,111292,,3,7,4,5,19,0.25,,1,11,11,0.95,0.74,2.33,4,3,383,1,0,10
509,3,1,0,0,0,0,0,1,0,2,3,16,3,5,13,0.25,0,30,2,6,16,1.05,0.95,1.16,6,3,1,1,111192,,5.5,10,3,4.25,26,0.2,0,2,6.5,15.5,1,1.01,0.94,3,2,384,0,0,19
509,3,1,0,0,0,0,0,1,0,2,3,16,3,5,13,0.25,0,30,2,6,16,1.05,0.95,1.16,6,3,1,1,111192,,5.5,10,3,4.25,26,0.2,0,2,6.5,15.5,1,1.01,0.94,3,2,384,1,0,15.5
510,3,1,0,0,0,0,0,1,0,0,7,25,4,4.25,26,0.25,0,60,2,6,16,1.05,0.91,1.05,3,3,1,1,111892,2,2.5,17.5,3,,13,,1,2,7,15,1.05,1.01,,5,3,385,0,0,32
510,3,1,0,0,0,0,0,1,0,0,7,25,4,4.25,26,0.25,0,60,2,6,16,1.05,0.91,1.05,3,3,1,1,111892,2,2.5,17.5,3,,13,,1,2,7,15,1.05,1.01,,5,3,385,1,0,20
511,3,1,0,0,0,0,0,1,0,0,4,16,3,4.75,9,0.15,0,75,2,6,16.5,1.01,0.91,1.05,4,4,1,1,111192,,3,13,3,4.75,,,0,2,7,15,1.01,1.01,0.89,6,2,386,0,0,20
511,3,1,0,0,0,0,0,1,0,0,4,16,3,4.75,9,0.15,0,75,2,6,16.5,1.01,0.91,1.05,4,4,1,1,111192,,3,13,3,4.75,,,0,2,7,15,1.01,1.01,0.89,6,2,386,1,0,16
514,3,0,0,0,0,0,0,1,0,0,5,20,3,4.5,26,0.25,0,25,2,6,16,0.94,0.9,0.94,5,3,1,1,111192,1,23,16,3,4.25,10,0.2,0,2,6,16,0.95,0.95,1.05,6,4,387,0,0,25
514,3,0,0,0,0,0,0,1,0,0,5,20,3,4.5,26,0.25,0,25,2,6,16,0.94,0.9,0.94,5,3,1,1,111192,1,23,16,3,4.25,10,0.2,0,2,6,16,0.95,0.95,1.05,6,4,387,1,0,39
515,3,1,0,0,0,0,0,1,0,0,7,16,4,5,13,0.2,0,33,2,6,16,1.05,0.94,1.16,5,3,1,1,111192,,5,19,3,4.75,13,0.18,0,2,6,16,1.01,1.01,0.94,5,4,388,0,0,23
515,3,1,0,0,0,0,0,1,0,0,7,16,4,5,13,0.2,0,33,2,6,16,1.05,0.94,1.16,5,3,1,1,111192,,5,19,3,4.75,13,0.18,0,2,6,16,1.01,1.01,0.94,5,4,388,1,0,24
516,3,1,0,0,0,0,0,1,0,2,6,22.5,3,4.75,13,0.12,0,23,3,6,16,1.05,0.91,1.05,4,3,1,1,111692,,2,12,2,4.91,14,0.18,1,2,8,14,1.01,0.95,0.89,5,3,389,0,0,28.5
516,3,1,0,0,0,0,0,1,0,2,6,22.5,3,4.75,13,0.12,0,23,3,6,16,1.05,0.91,1.05,4,3,1,1,111692,,2,12,2,4.91,14,0.18,1,2,8,14,1.01,0.95,0.89,5,3,389,1,0,14
521,1,0,0,0,0,0,1,0,0,0,2.5,20,3,4.25,13,,1,50,2,6.5,16.5,,,0.52,4,4,1,1,110792,,0,12,8,4.4,13,0.13,1,2,7,16,0.41,0.84,0.89,4,2,390,0,0,22.5
521,1,0,0,0,0,0,1,0,0,0,2.5,20,3,4.25,13,,1,50,2,6.5,16.5,,,0.52,4,4,1,1,110792,,0,12,8,4.4,13,0.13,1,2,7,16,0.41,0.84,0.89,4,2,390,1,0,12
522,1,0,0,0,0,0,1,0,0,2,2,30,4,4.35,26,0.2,0,75,3,7,16,1,0.87,0.94,3,3,1,1,110792,,3,23,3,4.25,26,0.15,0,3,7,16,1,0.74,0.95,3,3,391,0,0,32
522,1,0,0,0,0,0,1,0,0,2,2,30,4,4.35,26,0.2,0,75,3,7,16,1,0.87,0.94,3,3,1,1,110792,,3,23,3,4.25,26,0.15,0,3,7,16,1,0.74,0.95,3,3,391,1,0,26
